,ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
2424,App,App,2.0948467,0.8473282442748091,Lrp6,Lrp6,3.8268807,0.9781386891478635,Mesothelium,Adipocytes,2.9608636,0.0
1839,App,App,1.8278463,0.7634408602150538,Lrp6,Lrp6,3.8268807,0.9781386891478635,ASPC,Adipocytes,2.8273635,0.0
2599,App,App,1.7786366,0.7364341085271318,Lrp6,Lrp6,3.8268807,0.9781386891478635,Neuronal-like cells,Adipocytes,2.8027587,0.0
2763,App,App,1.7388299,0.7322580645161291,Lrp6,Lrp6,3.8268807,0.9781386891478635,SMCs & Pericytes,Adipocytes,2.7828553,0.0
6407,App,App,2.0948467,0.8473282442748091,Lrp6,Lrp6,3.359254,0.9199491740787802,Mesothelium,Immune cells,2.7270503,0.0
2063,App,App,1.486182,0.6150375939849624,Lrp6,Lrp6,3.8268807,0.9781386891478635,Adipocytes_2,Adipocytes,2.6565313,0.0
4939,App,App,2.0948467,0.8473282442748091,Lrp6,Lrp6,3.158124,0.8786848072562359,Mesothelium,Endothelial cells,2.6264853,0.002
2169,App,App,1.3843783,0.6218820861678005,Lrp6,Lrp6,3.8268807,0.9781386891478635,Endothelial cells,Adipocytes,2.6056294,0.0
10866,App,App,2.0948467,0.8473282442748091,Lrp6,Lrp6,3.1105573,0.8725806451612903,Mesothelium,SMCs & Pericytes,2.6027021,0.017
5641,App,App,1.8278463,0.7634408602150538,Lrp6,Lrp6,3.359254,0.9199491740787802,ASPC,Immune cells,2.5935502,0.0
6620,App,App,1.7786366,0.7364341085271318,Lrp6,Lrp6,3.359254,0.9199491740787802,Neuronal-like cells,Immune cells,2.5689452,0.061
6824,App,App,1.7388299,0.7322580645161291,Lrp6,Lrp6,3.359254,0.9199491740787802,SMCs & Pericytes,Immune cells,2.5490417,0.01
1969,App,App,1.2620152,0.5607901479461113,Lrp6,Lrp6,3.8268807,0.9781386891478635,Adipocytes,Adipocytes,2.544448,0.0
2282,App,App,1.217771,0.5463786531130876,Lrp6,Lrp6,3.8268807,0.9781386891478635,Immune cells,Adipocytes,2.522326,0.016
7724,App,App,2.0948467,0.8473282442748091,Lrp6,Lrp6,2.9287245,0.8320610687022901,Mesothelium,Mesothelium,2.5117855,0.306
4094,App,App,1.8278463,0.7634408602150538,Lrp6,Lrp6,3.158124,0.8786848072562359,ASPC,Endothelial cells,2.4929852,0.227
1112,App,App,2.0948467,0.8473282442748091,Lrp6,Lrp6,2.8589745,0.8225806451612904,Mesothelium,ASPC,2.4769106,0.49
10194,App,App,1.8278463,0.7634408602150538,Lrp6,Lrp6,3.1105573,0.8725806451612903,ASPC,SMCs & Pericytes,2.4692018,0.589
5181,App,App,1.7786366,0.7364341085271318,Lrp6,Lrp6,3.158124,0.8786848072562359,Neuronal-like cells,Endothelial cells,2.4683802,0.549
5415,App,App,1.7388299,0.7322580645161291,Lrp6,Lrp6,3.158124,0.8786848072562359,SMCs & Pericytes,Endothelial cells,2.4484768,0.822
11064,App,App,1.7786366,0.7364341085271318,Lrp6,Lrp6,3.1105573,0.8725806451612903,Neuronal-like cells,SMCs & Pericytes,2.444597,0.711
11257,App,App,1.7388299,0.7322580645161291,Lrp6,Lrp6,3.1105573,0.8725806451612903,SMCs & Pericytes,SMCs & Pericytes,2.4246936,0.946
5931,App,App,1.486182,0.6150375939849624,Lrp6,Lrp6,3.359254,0.9199491740787802,Adipocytes_2,Immune cells,2.422718,0.984
10450,Sorbs1,Sorbs1,3.321089,0.955639097744361,Itga1,Itga1,1.4434254,0.646774193548387,Adipocytes_2,SMCs & Pericytes,2.3822572,0.0
7019,App,App,1.8278463,0.7634408602150538,Lrp6,Lrp6,2.9287245,0.8320610687022901,ASPC,Mesothelium,2.3782854,0.962
6071,App,App,1.3843783,0.6218820861678005,Lrp6,Lrp6,3.359254,0.9199491740787802,Endothelial cells,Immune cells,2.3718162,1.0
9402,App,App,2.0948467,0.8473282442748091,Lrp6,Lrp6,2.6415138,0.7596899224806202,Mesothelium,Neuronal-like cells,2.3681803,0.943
7925,App,App,1.7786366,0.7364341085271318,Lrp6,Lrp6,2.9287245,0.8320610687022901,Neuronal-like cells,Mesothelium,2.3536806,0.959
194,App,App,1.8278463,0.7634408602150538,Lrp6,Lrp6,2.8589745,0.8225806451612904,ASPC,ASPC,2.3434105,1.0
8118,App,App,1.7388299,0.7322580645161291,Lrp6,Lrp6,2.9287245,0.8320610687022901,SMCs & Pericytes,Mesothelium,2.3337772,0.995
4415,App,App,1.486182,0.6150375939849624,Lrp6,Lrp6,3.158124,0.8786848072562359,Adipocytes_2,Endothelial cells,2.322153,1.0
1388,App,App,1.7786366,0.7364341085271318,Lrp6,Lrp6,2.8589745,0.8225806451612904,Neuronal-like cells,ASPC,2.3188055,0.998
5806,App,App,1.2620152,0.5607901479461113,Lrp6,Lrp6,3.359254,0.9199491740787802,Adipocytes,Immune cells,2.3106346,1.0
4300,Vegfa,Vegfa,2.1193185,0.8187866765848417,Nrp1,Nrp1,2.49864,0.8367346938775511,Adipocytes,Endothelial cells,2.3089793,0.0
1651,App,App,1.7388299,0.7322580645161291,Lrp6,Lrp6,2.8589745,0.8225806451612904,SMCs & Pericytes,ASPC,2.298902,1.0
10458,App,App,1.486182,0.6150375939849624,Lrp6,Lrp6,3.1105573,0.8725806451612903,Adipocytes_2,SMCs & Pericytes,2.2983696,1.0
6219,App,App,1.217771,0.5463786531130876,Lrp6,Lrp6,3.359254,0.9199491740787802,Immune cells,Immune cells,2.2885125,1.0
4569,App,App,1.3843783,0.6218820861678005,Lrp6,Lrp6,3.158124,0.8786848072562359,Endothelial cells,Endothelial cells,2.2712512,1.0
8760,Sorbs1,Sorbs1,3.321089,0.955639097744361,Itga1,Itga1,1.2033011,0.5658914728682171,Adipocytes_2,Neuronal-like cells,2.262195,0.0
2425,Apoe,Apoe,0.68363184,0.35877862595419846,Lrp6,Lrp6,3.8268807,0.9781386891478635,Mesothelium,Adipocytes,2.2552562,0.0
4408,Sorbs1,Sorbs1,3.321089,0.955639097744361,Itga1,Itga1,1.1886691,0.5657596371882087,Adipocytes_2,Endothelial cells,2.254879,0.0
1994,Vegfa,Vegfa,2.1193185,0.8187866765848417,Nrp1,Nrp1,2.3899436,0.8303578808165964,Adipocytes,Adipocytes,2.254631,0.0
10578,App,App,1.3843783,0.6218820861678005,Lrp6,Lrp6,3.1105573,0.8725806451612903,Endothelial cells,SMCs & Pericytes,2.2474678,1.0
8410,App,App,1.8278463,0.7634408602150538,Lrp6,Lrp6,2.6415138,0.7596899224806202,ASPC,Neuronal-like cells,2.2346802,1.0
10345,Sorbs1,Sorbs1,2.9852474,0.9174311926605505,Itga1,Itga1,1.4434254,0.646774193548387,Adipocytes,SMCs & Pericytes,2.2143364,0.0
9697,App,App,1.7786366,0.7364341085271318,Lrp6,Lrp6,2.6415138,0.7596899224806202,Neuronal-like cells,Neuronal-like cells,2.2100751,1.0
4273,App,App,1.2620152,0.5607901479461113,Lrp6,Lrp6,3.158124,0.8786848072562359,Adipocytes,Endothelial cells,2.2100697,1.0
7294,App,App,1.486182,0.6150375939849624,Lrp6,Lrp6,2.9287245,0.8320610687022901,Adipocytes_2,Mesothelium,2.2074533,1.0
414,Vegfa,Vegfa,2.1193185,0.8187866765848417,Nrp1,Nrp1,2.2869081,0.8104838709677419,Adipocytes,ASPC,2.2031133,0.166
9988,App,App,1.7388299,0.7322580645161291,Lrp6,Lrp6,2.6415138,0.7596899224806202,SMCs & Pericytes,Neuronal-like cells,2.1901717,1.0
4731,App,App,1.217771,0.5463786531130876,Lrp6,Lrp6,3.158124,0.8786848072562359,Immune cells,Endothelial cells,2.1879475,1.0
10351,App,App,1.2620152,0.5607901479461113,Lrp6,Lrp6,3.1105573,0.8725806451612903,Adipocytes,SMCs & Pericytes,2.1862862,1.0
5837,Vegfa,Vegfa,2.1193185,0.8187866765848417,Nrp1,Nrp1,2.2382352,0.7966963151207116,Adipocytes,Immune cells,2.1787767,0.542
537,App,App,1.486182,0.6150375939849624,Lrp6,Lrp6,2.8589745,0.8225806451612904,Adipocytes_2,ASPC,2.1725783,1.0
4767,Vegfa,Vegfa,1.8376808,0.7522236340533672,Nrp1,Nrp1,2.49864,0.8367346938775511,Immune cells,Endothelial cells,2.1681604,0.687
10707,App,App,1.217771,0.5463786531130876,Lrp6,Lrp6,3.1105573,0.8725806451612903,Immune cells,SMCs & Pericytes,2.164164,1.0
7424,App,App,1.3843783,0.6218820861678005,Lrp6,Lrp6,2.9287245,0.8320610687022901,Endothelial cells,Mesothelium,2.1565514,1.0
1842,Igfbp4,Igfbp4,0.4266569,0.24059139784946237,Lrp6,Lrp6,3.8268807,0.9781386891478635,ASPC,Adipocytes,2.1267688,0.0
7790,Sema3c,Sema3c,2.3986533,0.8549618320610687,Nrp1,Nrp1_Plxna4,1.8539392,0.6793893129770993,Mesothelium,Mesothelium,2.1262963,0.0
2600,Apoe,Apoe,0.41989237,0.23255813953488372,Lrp6,Lrp6,3.8268807,0.9781386891478635,Neuronal-like cells,Adipocytes,2.1233866,0.0
708,App,App,1.3843783,0.6218820861678005,Lrp6,Lrp6,2.8589745,0.8225806451612904,Endothelial cells,ASPC,2.1216764,1.0
2426,Rspo1,Rspo1,0.40673953,0.22137404580152673,Lrp6,Lrp6,3.8268807,0.9781386891478635,Mesothelium,Adipocytes,2.11681,0.0
1841,Dkk2,Dkk2,0.40486443,0.1827956989247312,Lrp6,Lrp6,3.8268807,0.9781386891478635,ASPC,Adipocytes,2.1158726,0.0
2315,Vegfa,Vegfa,1.8376808,0.7522236340533672,Nrp1,Nrp1,2.3899436,0.8303578808165964,Immune cells,Adipocytes,2.1138122,0.999
2427,Igfbp4,Igfbp4,0.39534456,0.22137404580152673,Lrp6,Lrp6,3.8268807,0.9781386891478635,Mesothelium,Adipocytes,2.1111126,0.0
5236,Alcam,Alcam,1.7200286,0.6821705426356589,Nrp1,Nrp1,2.49864,0.8367346938775511,Neuronal-like cells,Endothelial cells,2.1093345,0.0
2064,Igfbp4,Igfbp4,0.3835796,0.19774436090225564,Lrp6,Lrp6,3.8268807,0.9781386891478635,Adipocytes_2,Adipocytes,2.10523,0.0
7172,Nrg4,Nrg4,3.107907,0.9225555831060418,Egfr,Egfr,1.0881771,0.48091603053435117,Adipocytes,Mesothelium,2.098042,0.0
2284,Igfbp4,Igfbp4,0.36605528,0.19949174078780177,Lrp6,Lrp6,3.8268807,0.9781386891478635,Immune cells,Adipocytes,2.096468,0.0
7181,App,App,1.2620152,0.5607901479461113,Lrp6,Lrp6,2.9287245,0.8320610687022901,Adipocytes,Mesothelium,2.0953698,1.0
2057,Sorbs1,Sorbs1,3.321089,0.955639097744361,Itga1,Itga1,0.8684077,0.43243243243243246,Adipocytes_2,Adipocytes,2.0947485,0.0
8602,Sorbs1,Sorbs1,2.9852474,0.9174311926605505,Itga1,Itga1,1.2033011,0.5658914728682171,Adipocytes,Neuronal-like cells,2.0942743,0.0
3068,Lpl,Lpl,3.208422,0.9394164807008843,Lrp1,Lrp1,0.9725703,0.45939849624060153,Adipocytes,Adipocytes_2,2.090496,0.0
4268,Sorbs1,Sorbs1,2.9852474,0.9174311926605505,Itga1,Itga1,1.1886691,0.5657596371882087,Adipocytes,Endothelial cells,2.0869582,0.0
10377,Vegfa,Vegfa,2.1193185,0.8187866765848417,Nrp1,Nrp1,2.0535896,0.7629032258064516,Adipocytes,SMCs & Pericytes,2.086454,1.0
2360,App,App,2.0948467,0.8473282442748091,Tspan12,Tspan12,2.077049,0.7894454087114637,Mesothelium,Adipocytes,2.085948,0.0
2764,Igfbp4,Igfbp4,0.33443642,0.19032258064516128,Lrp6,Lrp6,3.8268807,0.9781386891478635,SMCs & Pericytes,Adipocytes,2.0806584,0.0
2171,Igfbp4,Igfbp4,0.3325755,0.18764172335600907,Lrp6,Lrp6,3.8268807,0.9781386891478635,Endothelial cells,Adipocytes,2.0797281,0.0
5456,Vegfa,Vegfa,1.6561149,0.6951612903225807,Nrp1,Nrp1,2.49864,0.8367346938775511,SMCs & Pericytes,Endothelial cells,2.0773776,1.0
10701,Sorbs1,Sorbs1,2.7111752,0.8894536213468869,Itga1,Itga1,1.4434254,0.646774193548387,Immune cells,SMCs & Pericytes,2.0773003,0.0
7561,App,App,1.217771,0.5463786531130876,Lrp6,Lrp6,2.9287245,0.8320610687022901,Immune cells,Mesothelium,2.073248,1.0
523,Sorbs1,Sorbs1,3.321089,0.955639097744361,Itga1,Itga1,0.8243826,0.40725806451612906,Adipocytes_2,ASPC,2.0727358,0.0
4617,Vegfa,Vegfa,1.6429356,0.6785714285714286,Nrp1,Nrp1,2.49864,0.8367346938775511,Endothelial cells,Endothelial cells,2.070788,1.0
1970,Igfbp4,Igfbp4,0.3070423,0.16732787833705265,Lrp6,Lrp6,3.8268807,0.9781386891478635,Adipocytes,Adipocytes,2.0669615,0.0
11055,Lama2,Lama2,2.6886606,0.9302325581395349,Itga1,Itga1,1.4434254,0.646774193548387,Neuronal-like cells,SMCs & Pericytes,2.066043,0.0
5923,Sorbs1,Sorbs1,3.321089,0.955639097744361,Itga1,Itga1,0.81079197,0.40660736975857686,Adipocytes_2,Immune cells,2.0659404,0.0
8778,App,App,1.486182,0.6150375939849624,Lrp6,Lrp6,2.6415138,0.7596899224806202,Adipocytes_2,Neuronal-like cells,2.063848,1.0
909,Vegfa,Vegfa,1.8376808,0.7522236340533672,Nrp1,Nrp1,2.2869081,0.8104838709677419,Immune cells,ASPC,2.0622945,1.0
3152,Sorbs1,Sorbs1,3.321089,0.955639097744361,Itga1,Itga1,0.80160177,0.3887218045112782,Adipocytes_2,Adipocytes_2,2.0613453,0.0
387,App,App,1.2620152,0.5607901479461113,Lrp6,Lrp6,2.8589745,0.8225806451612904,Adipocytes,ASPC,2.060495,1.0
2650,Alcam,Alcam,1.7200286,0.6821705426356589,Nrp1,Nrp1,2.3899436,0.8303578808165964,Neuronal-like cells,Adipocytes,2.054986,0.0
378,Nrg4,Nrg4,3.107907,0.9225555831060418,Egfr,Egfr,0.9976645,0.4650537634408602,Adipocytes,ASPC,2.0527859,0.0
2602,Igfbp4,Igfbp4,0.27562746,0.17054263565891473,Lrp6,Lrp6,3.8268807,0.9781386891478635,Neuronal-like cells,Adipocytes,2.051254,0.026
3528,App,App,2.0948467,0.8473282442748091,Lrp6,Lrp6,1.9938693,0.6285714285714286,Mesothelium,Adipocytes_2,2.044358,1.0
4447,Vegfa,Vegfa,1.588056,0.6601503759398496,Nrp1,Nrp1,2.49864,0.8367346938775511,Adipocytes_2,Endothelial cells,2.043348,1.0
874,App,App,1.217771,0.5463786531130876,Lrp6,Lrp6,2.8589745,0.8225806451612904,Immune cells,ASPC,2.0383728,1.0
6260,Vegfa,Vegfa,1.8376808,0.7522236340533672,Nrp1,Nrp1,2.2382352,0.7966963151207116,Immune cells,Immune cells,2.0379581,1.0
2170,Apoe,Apoe,0.22011594,0.12414965986394558,Lrp6,Lrp6,3.8268807,0.9781386891478635,Endothelial cells,Adipocytes,2.0234983,0.0
2802,Vegfa,Vegfa,1.6561149,0.6951612903225807,Nrp1,Nrp1,2.3899436,0.8303578808165964,SMCs & Pericytes,Adipocytes,2.0230293,1.0
6408,Apoe,Apoe,0.68363184,0.35877862595419846,Lrp6,Lrp6,3.359254,0.9199491740787802,Mesothelium,Immune cells,2.021443,0.0
5004,Vegfa,Vegfa,1.5428009,0.648854961832061,Nrp1,Nrp1,2.49864,0.8367346938775511,Mesothelium,Endothelial cells,2.0207205,0.998
4151,Vegfa,Vegfa,1.5424615,0.646505376344086,Nrp1,Nrp1,2.49864,0.8367346938775511,ASPC,Endothelial cells,2.0205507,1.0
1840,Wnt5a,Wnt5a,0.21269226,0.12231182795698925,Lrp6,Lrp6,3.8268807,0.9781386891478635,ASPC,Adipocytes,2.0197864,0.0
2213,Vegfa,Vegfa,1.6429356,0.6785714285714286,Nrp1,Nrp1,2.3899436,0.8303578808165964,Endothelial cells,Adipocytes,2.0164397,1.0
2283,Apoe,Apoe,0.20240307,0.11181702668360864,Lrp6,Lrp6,3.8268807,0.9781386891478635,Immune cells,Adipocytes,2.0146418,0.0
8963,App,App,1.3843783,0.6218820861678005,Lrp6,Lrp6,2.6415138,0.7596899224806202,Endothelial cells,Neuronal-like cells,2.0129461,1.0
1447,Alcam,Alcam,1.7200286,0.6821705426356589,Nrp1,Nrp1,2.2869081,0.8104838709677419,Neuronal-like cells,ASPC,2.0034685,0.0
7280,Sorbs1,Sorbs1,3.321089,0.955639097744361,Itga1,Itga1,0.66021806,0.3435114503816794,Adipocytes_2,Mesothelium,1.9906535,0.054
2094,Vegfa,Vegfa,1.588056,0.6601503759398496,Nrp1,Nrp1,2.3899436,0.8303578808165964,Adipocytes_2,Adipocytes,1.9889998,1.0
2601,Wnt5a,Wnt5a,0.14883466,0.10077519379844961,Lrp6,Lrp6,3.8268807,0.9781386891478635,Neuronal-like cells,Adipocytes,1.9878577,0.0
7208,Vegfa,Vegfa,2.1193185,0.8187866765848417,Nrp1,Nrp1,1.8539392,0.6793893129770993,Adipocytes,Mesothelium,1.9866288,1.0
3395,Lpl,Lpl,2.9956896,0.9174078780177891,Lrp1,Lrp1,0.9725703,0.45939849624060153,Immune cells,Adipocytes_2,1.9841299,0.0
394,Lpl,Lpl,3.208422,0.9394164807008843,Lrp1,Lrp1,0.75651664,0.3870967741935484,Adipocytes,ASPC,1.9824693,0.0
6677,Alcam,Alcam,1.7200286,0.6821705426356589,Nrp1,Nrp1,2.2382352,0.7966963151207116,Neuronal-like cells,Immune cells,1.9791319,0.0
10570,Sorbs1,Sorbs1,2.5069501,0.8401360544217688,Itga1,Itga1,1.4434254,0.646774193548387,Endothelial cells,SMCs & Pericytes,1.9751878,0.004
11244,Sorbs1,Sorbs1,2.5024874,0.8370967741935483,Itga1,Itga1,1.4434254,0.646774193548387,SMCs & Pericytes,SMCs & Pericytes,1.9729564,0.022
1694,Vegfa,Vegfa,1.6561149,0.6951612903225807,Nrp1,Nrp1,2.2869081,0.8104838709677419,SMCs & Pericytes,ASPC,1.9715116,1.0
2483,Vegfa,Vegfa,1.5428009,0.648854961832061,Nrp1,Nrp1,2.3899436,0.8303578808165964,Mesothelium,Adipocytes,1.9663723,1.0
1892,Vegfa,Vegfa,1.5424615,0.646505376344086,Nrp1,Nrp1,2.3899436,0.8303578808165964,ASPC,Adipocytes,1.9662025,1.0
8651,Vegfa,Vegfa,2.1193185,0.8187866765848417,Nrp1,Nrp1,1.8105937,0.6821705426356589,Adipocytes,Neuronal-like cells,1.964956,1.0
754,Vegfa,Vegfa,1.6429356,0.6785714285714286,Nrp1,Nrp1,2.2869081,0.8104838709677419,Endothelial cells,ASPC,1.964922,1.0
11056,Sorbs1,Sorbs1,2.4844918,0.8372093023255814,Itga1,Itga1,1.4434254,0.646774193548387,Neuronal-like cells,SMCs & Pericytes,1.9639586,0.154
5238,Vegfa,Vegfa,1.4252745,0.5968992248062015,Nrp1,Nrp1,2.49864,0.8367346938775511,Neuronal-like cells,Endothelial cells,1.9619572,1.0
10181,Lama2,Lama2,2.472083,0.8508064516129032,Itga1,Itga1,1.4434254,0.646774193548387,ASPC,SMCs & Pericytes,1.9577543,0.0
9122,Sorbs1,Sorbs1,2.7111752,0.8894536213468869,Itga1,Itga1,1.2033011,0.5658914728682171,Immune cells,Neuronal-like cells,1.9572382,0.172
4835,App,App,2.0948467,0.8473282442748091,Tspan12,Tspan12,1.8119586,0.7193877551020408,Mesothelium,Endothelial cells,1.9534026,0.0
1759,App,App,1.8278463,0.7634408602150538,Tspan12,Tspan12,2.077049,0.7894454087114637,ASPC,Adipocytes,1.9524477,0.0
8615,App,App,1.2620152,0.5607901479461113,Lrp6,Lrp6,2.6415138,0.7596899224806202,Adipocytes,Neuronal-like cells,1.9517646,1.0
4726,Sorbs1,Sorbs1,2.7111752,0.8894536213468869,Itga1,Itga1,1.1886691,0.5657596371882087,Immune cells,Endothelial cells,1.9499221,0.037
6868,Vegfa,Vegfa,1.6561149,0.6951612903225807,Nrp1,Nrp1,2.2382352,0.7966963151207116,SMCs & Pericytes,Immune cells,1.947175,1.0
5008,Sema3c,Sema3c,2.3986533,0.8549618320610687,Plxna2,Nrp1_Plxna2,1.4951065,0.6507936507936508,Mesothelium,Endothelial cells,1.9468799,0.0
9671,Lama2,Lama2,2.6886606,0.9302325581395349,Itga1,Itga1,1.2033011,0.5658914728682171,Neuronal-like cells,Neuronal-like cells,1.9459808,0.0
10741,Vegfa,Vegfa,1.8376808,0.7522236340533672,Nrp1,Nrp1,2.0535896,0.7629032258064516,Immune cells,SMCs & Pericytes,1.9456352,1.0
6121,Vegfa,Vegfa,1.6429356,0.6785714285714286,Nrp1,Nrp1,2.2382352,0.7966963151207116,Endothelial cells,Immune cells,1.9405854,1.0
5173,Lama2,Lama2,2.6886606,0.9302325581395349,Itga1,Itga1,1.1886691,0.5657596371882087,Neuronal-like cells,Endothelial cells,1.9386649,0.0
570,Vegfa,Vegfa,1.588056,0.6601503759398496,Nrp1,Nrp1,2.2869081,0.8104838709677419,Adipocytes_2,ASPC,1.9374821,1.0
6314,App,App,2.0948467,0.8473282442748091,Tspan12,Tspan12,1.7770011,0.7153748411689962,Mesothelium,Immune cells,1.9359239,0.0
9138,App,App,1.217771,0.5463786531130876,Lrp6,Lrp6,2.6415138,0.7596899224806202,Immune cells,Neuronal-like cells,1.9296424,1.0
2531,App,App,1.7786366,0.7364341085271318,Tspan12,Tspan12,2.077049,0.7894454087114637,Neuronal-like cells,Adipocytes,1.9278429,0.0
1964,Sorbs1,Sorbs1,2.9852474,0.9174311926605505,Itga1,Itga1,0.8684077,0.43243243243243246,Adipocytes,Adipocytes,1.9268275,0.0
4940,Apoe,Apoe,0.68363184,0.35877862595419846,Lrp6,Lrp6,3.158124,0.8786848072562359,Mesothelium,Endothelial cells,1.9208779,0.114
7188,Lpl,Lpl,3.208422,0.9394164807008843,Lrp1,Lrp1,0.6258709,0.3282442748091603,Adipocytes,Mesothelium,1.9171464,0.0
1176,Vegfa,Vegfa,1.5428009,0.648854961832061,Nrp1,Nrp1,2.2869081,0.8104838709677419,Mesothelium,ASPC,1.9148545,1.0
253,Vegfa,Vegfa,1.5424615,0.646505376344086,Nrp1,Nrp1,2.2869081,0.8104838709677419,ASPC,ASPC,1.9146848,1.0
5968,Vegfa,Vegfa,1.588056,0.6601503759398496,Nrp1,Nrp1,2.2382352,0.7966963151207116,Adipocytes_2,Immune cells,1.9131455,1.0
2928,App,App,1.8278463,0.7634408602150538,Lrp6,Lrp6,1.9938693,0.6285714285714286,ASPC,Adipocytes_2,1.9108578,1.0
2696,App,App,1.7388299,0.7322580645161291,Tspan12,Tspan12,2.077049,0.7894454087114637,SMCs & Pericytes,Adipocytes,1.9079394,0.0
2652,Vegfa,Vegfa,1.4252745,0.5968992248062015,Nrp1,Nrp1,2.3899436,0.8303578808165964,Neuronal-like cells,Adipocytes,1.907609,1.0
376,Sorbs1,Sorbs1,2.9852474,0.9174311926605505,Itga1,Itga1,0.8243826,0.40725806451612906,Adipocytes,ASPC,1.904815,0.624
7551,Nrg4,Nrg4,2.7153785,0.8716645489199492,Egfr,Egfr,1.0881771,0.48091603053435117,Immune cells,Mesothelium,1.9017777,0.0
10800,App,App,2.0948467,0.8473282442748091,Tspan12,Tspan12,1.7068251,0.6903225806451613,Mesothelium,SMCs & Pericytes,1.900836,0.0
3278,Lpl,Lpl,2.823954,0.8877551020408163,Lrp1,Lrp1,0.9725703,0.45939849624060153,Endothelial cells,Adipocytes_2,1.8982623,0.0
5799,Sorbs1,Sorbs1,2.9852474,0.9174311926605505,Itga1,Itga1,0.81079197,0.40660736975857686,Adipocytes,Immune cells,1.8980197,0.748
5815,Lpl,Lpl,3.208422,0.9394164807008843,Lrp1,Lrp1,0.586927,0.31003811944091486,Adipocytes,Immune cells,1.8976744,0.0
10867,Apoe,Apoe,0.68363184,0.35877862595419846,Lrp6,Lrp6,3.1105573,0.8725806451612903,Mesothelium,SMCs & Pericytes,1.8970946,0.413
3056,Sorbs1,Sorbs1,2.9852474,0.9174311926605505,Itga1,Itga1,0.80160177,0.3887218045112782,Adipocytes,Adipocytes_2,1.8934245,0.901
3166,Lpl,Lpl,2.8141098,0.8887218045112782,Lrp1,Lrp1,0.9725703,0.45939849624060153,Adipocytes_2,Adipocytes_2,1.8933401,0.0
5644,Igfbp4,Igfbp4,0.4266569,0.24059139784946237,Lrp6,Lrp6,3.359254,0.9199491740787802,ASPC,Immune cells,1.8929554,1.0
3462,App,App,2.0948467,0.8473282442748091,Tspan12,Tspan12,1.687305,0.6804511278195489,Mesothelium,Adipocytes_2,1.8910758,0.0
6474,Vegfa,Vegfa,1.5428009,0.648854961832061,Nrp1,Nrp1,2.2382352,0.7966963151207116,Mesothelium,Immune cells,1.8905181,1.0
5702,Vegfa,Vegfa,1.5424615,0.646505376344086,Nrp1,Nrp1,2.2382352,0.7966963151207116,ASPC,Immune cells,1.8903484,1.0
6621,Apoe,Apoe,0.41989237,0.23255813953488372,Lrp6,Lrp6,3.359254,0.9199491740787802,Neuronal-like cells,Immune cells,1.8895731,0.51
10859,Sorbs1,Sorbs1,2.3317018,0.7786259541984732,Itga1,Itga1,1.4434254,0.646774193548387,Mesothelium,SMCs & Pericytes,1.8875636,0.664
11120,Alcam,Alcam,1.7200286,0.6821705426356589,Nrp1,Nrp1,2.0535896,0.7629032258064516,Neuronal-like cells,SMCs & Pericytes,1.8868091,0.0
3705,App,App,1.7786366,0.7364341085271318,Lrp6,Lrp6,1.9938693,0.6285714285714286,Neuronal-like cells,Adipocytes_2,1.8862529,1.0
6409,Rspo1,Rspo1,0.40673953,0.22137404580152673,Lrp6,Lrp6,3.359254,0.9199491740787802,Mesothelium,Immune cells,1.8829967,0.004
5643,Dkk2,Dkk2,0.40486443,0.1827956989247312,Lrp6,Lrp6,3.359254,0.9199491740787802,ASPC,Immune cells,1.8820591,0.006
6410,Igfbp4,Igfbp4,0.39534456,0.22137404580152673,Lrp6,Lrp6,3.359254,0.9199491740787802,Mesothelium,Immune cells,1.8772992,1.0
884,Lpl,Lpl,2.9956896,0.9174078780177891,Lrp1,Lrp1,0.75651664,0.3870967741935484,Immune cells,ASPC,1.8761032,0.001
8808,Sorbs1,Sorbs1,3.321089,0.955639097744361,Itgb5,Itgb5,0.4268755,0.2248062015503876,Adipocytes_2,Neuronal-like cells,1.8739823,0.0
3882,Lpl,Lpl,2.7703264,0.8741935483870967,Lrp1,Lrp1,0.9725703,0.45939849624060153,SMCs & Pericytes,Adipocytes_2,1.8714483,0.0
5932,Igfbp4,Igfbp4,0.3835796,0.19774436090225564,Lrp6,Lrp6,3.359254,0.9199491740787802,Adipocytes_2,Immune cells,1.8714168,1.0
3873,App,App,1.7388299,0.7322580645161291,Lrp6,Lrp6,1.9938693,0.6285714285714286,SMCs & Pericytes,Adipocytes_2,1.8663496,1.0
6221,Igfbp4,Igfbp4,0.36605528,0.19949174078780177,Lrp6,Lrp6,3.359254,0.9199491740787802,Immune cells,Immune cells,1.8626546,1.0
10476,Sorbs1,Sorbs1,3.321089,0.955639097744361,Itgb5,Itgb5,0.39974752,0.22096774193548388,Adipocytes_2,SMCs & Pericytes,1.8604183,0.0
555,Sorbs1,Sorbs1,3.321089,0.955639097744361,Itgb5,Itgb5,0.39611614,0.21908602150537634,Adipocytes_2,ASPC,1.8586025,0.0
864,Nrg4,Nrg4,2.7153785,0.8716645489199492,Egfr,Egfr,0.9976645,0.4650537634408602,Immune cells,ASPC,1.8565215,0.0
